,Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Brand,Model,Km_Driven_log,Selling_Price_log,Car_Age
283,Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,Honda,Brio1.2,9.903487552536127,12.765688433465597,7
284,Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,Toyota,EtiosLiva,10.819778284410283,12.345830240069793,11
285,Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.819778284410283,11.608235644774552,11
286,Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,Maruti,SwiftDzire,10.799575577092764,12.886641043883259,12
287,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,ScorpioVLS,11.156250521031495,13.38472764187182,13
288,Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,BoleroSLX,11.407564949312402,12.765688433465597,13
290,Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,Tata,Tiago1.2,8.294049640102028,12.793859310432293,6
293,Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,10.308952660644293,12.345830240069793,6
294,Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,Maruti,WagonR,10.621327345686446,12.66032791780777,10
295,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,Chevrolet,Spark1.0,10.239959789157341,11.736069016284437,12
296,Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,Maruti,BalenoAlpha,9.680344001221918,13.458835614025542,5
297,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,Hyundai,EON1.0,11.156250521031495,11.982929094215963,9
298,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,Ford,FigoAspire,9.290259995152056,13.180632285528304,7
299,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,Ford,FigoAspire,9.59430941973946,13.343905647351566,6
300,Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10Era,10.819778284410283,12.429216196844383,15
301,Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,Mahindra,BoleroSLX,10.839580911706463,13.279367126213993,8
302,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Verna1.4,10.126631103850338,13.122363377404328,9
303,Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,Chevrolet,Sail1.2,10.308952660644293,12.765688433465597,10
304,Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,Honda,Cityi-DTEC,11.289781913656018,13.112313041550827,10
305,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,10.819778284410283,13.122363377404328,7
307,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,10.691944912900398,12.751299696013497,11
308,Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,Maruti,BalenoSigma,9.210340371976184,13.122363377404328,9
309,Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,Tata,Tiago1.2,9.883284845218608,12.959844447906553,5
310,Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,10.596634733096073,11.289781913656018,19
311,Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,10.819778284410283,11.571194373094205,13
312,Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,Maruti,A-StarVxi,10.752141635694471,12.100712129872347,15
313,Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,Datsun,GOA,10.596634733096073,12.429216196844383,9
314,Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,Skoda,YetiAmbition,11.289781913656018,12.765688433465597,13
315,Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,Maruti,ZenLXi,11.289781913656018,11.002099841204238,22
317,Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,Ford,AspireTitanium,9.96034036412891,13.458835614025542,7
326,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,Ford,FigoAspire,11.392282092447884,13.458835614025542,7
328,Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,i201.2,9.903487552536127,13.262125319779487,7
329,Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,Renault,Duster110PS,11.608235644774552,12.765688433465597,12
332,Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,Scorpio2.6,11.512925464970229,12.821258284620408,17
336,Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,10.46310334047155,12.611537753638338,10
337,Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,Tata,IndicaLSI,10.596634733096073,11.736069016284437,22
338,Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftDzire,11.002099841204238,13.102160670086809,9
339,Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,Toyota,EtiosLiva,10.819778284410283,12.611537753638338,12
340,Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,Tata,NanoSTD,10.126631103850338,10.915088464214607,11
341,Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,10.126631103850338,12.765688433465597,8
342,Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,Hyundai,Grandi10,8.987196820661973,13.534473028231162,5
343,Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,Maruti,ErtigaSHVS,11.002099841204238,13.487006490992238,7
346,Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,Volkswagen,PoloPetrol,11.512925464970229,12.89921982609012,11
347,Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Xcent1.1,11.156250521031495,12.765688433465597,9
348,Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,Chevrolet,BeatDiesel,11.127262984158243,11.976659481202368,12
349,Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,Maruti,SwiftZXi,10.545341438708522,13.217673557208654,7
350,Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,Maruti,RitzVDi,11.289781913656018,12.721885810807203,11
351,Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,Tata,IndigoCS,11.184421397998193,12.128111104060462,10
352,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,Maruti,Eeco5,11.225243392518447,12.345830240069793,12
353,Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,Maruti,EstiloLXI,10.668955394675699,12.323855681186558,10
355,Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,Tata,ZestQuadrajet,11.512925464970229,12.89921982609012,9
357,Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,Maruti,AltoK10,10.126631103850338,12.611537753638338,6
358,Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,Maruti,AltoLX,10.126631103850338,11.884489021402711,13
359,Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,SX4Vxi,11.407564949312402,11.512925464970229,17
360,Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,ScorpioSLE,11.156250521031495,13.122363377404328,10
361,Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,Hyundai,SantroXing,11.49272275765271,11.77528972943772,14
362,Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,Chevrolet,CruzeLTZ,11.313559473567015,12.388394202324129,14
363,Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.289781913656018,11.918390573078392,11
364,Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,Renault,KWIDRXT,10.596634733096073,12.506177237980511,7
365,Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.407564949312402,12.89921982609012,10
366,Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,Hyundai,EONEra,10.736396675471232,12.206072645530174,12
367,Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500W6,11.289781913656018,13.217673557208654,12
368,Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,Renault,KWID1.0,10.46310334047155,12.691580461311874,6
371,Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,Chevrolet,Spark1.0,11.156250521031495,11.736069016284437,15
372,Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,Maruti,800AC,10.596634733096073,11.002099841204238,24
374,Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,Ford,Fiesta1.6,11.002099841204238,12.154779351142624,17
375,Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,Maruti,ErtigaVDI,11.608235644774552,12.89921982609012,11
376,Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,Tata,ManzaAura,11.48246625748552,12.468436909997665,13
377,Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,Maruti,SwiftVVT,10.308952660644293,12.89921982609012,7
378,Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i20Sportz,10.596634733096073,12.429216196844383,14
379,Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,9.210340371976184,13.304684934198283,5
380,Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,Maruti,ZenEstilo,10.859902435494437,12.072541252905651,14
382,Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,Tata,Tiago1.2,9.615805480084347,12.765688433465597,5
384,Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti,SwiftVXI,11.156250521031495,12.429216196844383,13
385,Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,Maruti,SwiftVXI,9.210340371976184,13.304684934198283,5
386,Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,Maruti,SwiftVDI,11.407564949312402,13.304684934198283,7
387,Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.596634733096073,11.77528972943772,8
388,Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.035034814782671,11.407564949312402,18
389,Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,Hyundai,i20Active,10.407288561365155,13.296316684527767,7
390,Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,EONEra,10.596634733096073,12.154779351142624,10
392,Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.289781913656018,11.461632170582678,17
395,Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra,BoleroSLX,10.819778284410283,12.89921982609012,14
396,Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,Second Owner,Datsun,GOPlus,10.714417768752456,12.66032791780777,9
398,Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,First Owner,Ford,Ecosport1.5,10.799575577092764,13.122363377404328,10
402,Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,Second Owner,Maruti,800AC,11.002099841204238,11.56171562913966,17
403,Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,Third Owner,Ford,Endeavour2.5L,11.608235644774552,12.89921982609012,16
404,Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,Third Owner,Maruti,WagonR,11.002099841204238,11.289781913656018,20
405,Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.308952660644293,12.611537753638338,8
406,Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,First Owner,Mahindra,KUV100,10.596634733096073,12.923909999653127,7
407,Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,First Owner,Maruti,SwiftGlam,11.156250521031495,12.429216196844383,15
409,Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,Third Owner,Maruti,SwiftDzire,11.289781913656018,12.2783933071098,12
411,Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Individual,Manual,First Owner,Honda,Brio1.2,9.903487552536127,13.071070083016778,6
412,Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Individual,Manual,First Owner,Honda,Brio1.2,9.998797732340453,13.071070083016778,6
413,Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Individual,Manual,Second Owner,Chevrolet,Spark1.0,10.46310334047155,11.225243392518447,16
415,Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Individual,Manual,First Owner,Tata,TiagoNRG,8.987196820661973,13.262125319779487,5
416,Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner,Maruti,RitzVDi,10.596634733096073,11.918390573078392,13
418,Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,First Owner,Hyundai,SantroEra,10.308952660644293,12.765688433465597,5
419,Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Individual,Manual,Second Owner,Ford,Endeavour2.5L,10.896739325546411,13.217673557208654,13
420,Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Individual,Manual,First Owner,Hyundai,Verna1.4,11.296968527970375,12.706847933442663,7
423,Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Dealer,Manual,First Owner,Hyundai,EOND,10.618958688974192,12.367340793126296,9
424,Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Individual,Manual,Third Owner,Ford,FigoPetrol,11.002099841204238,11.695247021764184,13
425,Maruti Wagon R VXI,2004,130000,46000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,10.736396675471232,11.77528972943772,20
426,Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,Ford,Endeavour4x4,10.011803696019587,12.524526376648708,20
428,Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Individual,Manual,Second Owner,Volkswagen,Polo1.5,10.308952660644293,13.122363377404328,9
429,Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,11.029877122203684,12.89921982609012,9
430,Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Dealer,Manual,First Owner,Hyundai,i20Asta,11.074172409995889,13.304684934198283,9
432,Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,Renault,Duster85PS,11.238172779922788,12.89921982609012,11
433,Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.156250521031495,12.301382825334498,13
434,Honda Brio E MT,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,Honda,BrioE,11.361660617121426,12.611537753638338,12
437,Honda Brio S Option AT,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,Honda,BrioS,11.225243392518447,12.560244459250788,12
438,Honda Accord 2.4 MT,2009,350000,57035,Petrol,Dealer,Manual,First Owner,Honda,Accord2.4,10.951420393461998,12.765688433465597,15
439,Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,Third Owner,Mahindra,BoleroSLX,11.156250521031495,12.043553716032399,13
440,Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Individual,Manual,First Owner,Ford,Figo1.2P,10.714417768752456,12.345830240069793,9
441,Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,Mahindra,XUV500W6,11.185864800236246,13.122363377404328,11
442,Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,First Owner,Tata,NanoLx,9.615805480084347,11.225243392518447,13
443,Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i20Active,10.308952660644293,13.304684934198283,8
444,Tata Indigo LS Dicor,2011,220000,80000,Diesel,Individual,Manual,First Owner,Tata,IndigoLS,11.289781913656018,12.301382825334498,13
447,Maruti Zen VXI,2006,120000,77000,Petrol,Individual,Manual,Second Owner,Maruti,ZenVXI,11.251560700835821,11.695247021764184,18
448,Maruti Swift Dzire VDI,2014,240000,90000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.407564949312402,12.388394202324129,10
449,Renault KWID 1.0 RXT Optional,2017,390000,30000,Petrol,Individual,Manual,First Owner,Renault,KWID1.0,10.308952660644293,12.873902018105829,7
450,Chevrolet Beat LS,2012,180000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,BeatLS,10.819778284410283,12.100712129872347,12
451,Maruti Swift VDI,2012,320000,80000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftVDI,11.289781913656018,12.676076274775909,12
452,Maruti Alto 800 LXI,2018,310000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,8.517193191416238,12.644327576461329,6
453,Maruti Wagon R AMT VXI,2018,420000,24000,Petrol,Individual,Automatic,First Owner,Maruti,WagonR,10.085809109330082,12.948009990259552,6
454,Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Individual,Manual,First Owner,Tata,TiagoNRG,9.210340371976184,13.217673557208654,5
455,Maruti Ertiga SHVS VDI,2016,550000,78000,Diesel,Individual,Manual,Third Owner,Maruti,ErtigaSHVS,11.26446410567173,13.217673557208654,8
456,Mahindra TUV 300 T4 Plus,2018,760000,50000,Diesel,Individual,Manual,First Owner,Mahindra,TUV300,10.819778284410283,13.541073712262515,6
457,Maruti 800 AC BSII,2001,43000,100000,Petrol,Individual,Manual,Second Owner,Maruti,800AC,11.512925464970229,10.668955394675699,23
458,Maruti Omni MPI STD BSIV,2018,250000,20000,Petrol,Individual,Manual,First Owner,Maruti,OmniMPI,9.903487552536127,12.429216196844383,6
459,Hyundai Santro Magna BSIV,2019,500000,1250,Petrol,Individual,Manual,First Owner,Hyundai,SantroMagna,7.1308988302963465,13.122363377404328,5
460,Tata Zest Revotron 1.2 XT,2015,380000,17152,Petrol,Individual,Manual,First Owner,Tata,ZestRevotron,9.749870063870528,12.84792653170257,9
462,Volkswagen Polo Diesel Trendline 1.2L,2012,350000,77000,Diesel,Individual,Manual,First Owner,Volkswagen,PoloDiesel,11.251560700835821,12.765688433465597,12
463,Hyundai Verna CRDi,2008,195000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,VernaCRDi,11.407564949312402,12.180754837545884,16
464,Chevrolet Beat LS,2011,225000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,BeatLS,11.289781913656018,12.323855681186558,13
466,Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Individual,Manual,First Owner,Tata,IndicaVista,11.289781913656018,11.79810440720389,13
467,Hyundai EON Era Plus,2013,200000,24005,Petrol,Individual,Manual,First Owner,Hyundai,EONEra,10.08601742096504,12.206072645530174,11
471,Maruti Swift Dzire ZDI,2015,625000,80000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.289781913656018,13.345506928718539,9
472,Maruti Swift 1.3 VXi,2005,110000,80000,Petrol,Individual,Manual,First Owner,Maruti,Swift1.3,11.289781913656018,11.608235644774552,19
473,Renault Duster 110PS Diesel RxZ,2012,490000,100000,Diesel,Individual,Manual,First Owner,Renault,Duster110PS,11.512925464970229,13.102160670086809,12
476,Maruti Wagon R LXI BSIII,2005,90000,65000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.082142548877775,11.407564949312402,19
477,Maruti Swift Ldi BSIV,2009,275000,100000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftLdi,11.512925464970229,12.524526376648708,15
